Date,Product,Category,Region,Salesperson,CustomerSegment,Quantity,SalesAmount,Profit,Target
2023-03-13,Keyboard,Accessories,South,SP_6,Corporate,6,3790.1847594799656,562.1960700003027,4483.465188738417
2024-07-20,Headphones,Accessories,West,SP_12,Corporate,8,4831.917614739759,691.5367283746358,4645.947743605117
2024-07-12,Keyboard,Accessories,South,SP_19,Corporate,9,7780.439670056456,1610.7082543431002,8345.923553093502
2023-08-26,Laptop,Electronics,North,SP_1,Corporate,6,9603.087150639722,899.6549317050834,10154.923824596606
2023-04-14,Tablet,Accessories,North,SP_14,Consumer,6,3626.5661298820123,526.2886808818438,3026.6623921592845
2023-07-29,Mouse,Electronics,South,SP_4,Corporate,1,1617.1731029965754,432.0588599997008,1774.598965277237
2024-07-07,Headphones,Electronics,South,SP_5,Consumer,5,7260.44749448275,1687.4461571755726,6414.366088024547
2024-04-12,Phone,Accessories,South,SP_1,Corporate,3,4267.031354538807,272.651000411566,4076.6209617674162
2024-03-29,Headphones,Electronics,South,SP_1,Corporate,7,7381.921488788974,1317.4954430858759,8215.194992474873
2023-09-25,Keyboard,Accessories,East,SP_6,Corporate,9,13883.38290042149,1011.0411089002989,16350.813716455401
2024-01-21,Tablet,Electronics,West,SP_5,Home Office,6,1346.0108171218935,389.5006785361823,1378.2093643851117
2024-01-22,Printer,Accessories,East,SP_2,Consumer,5,3750.465323488797,416.90232626138663,3779.545683042062
2023-09-16,Mouse,Electronics,West,SP_5,Corporate,7,9957.132044180062,2819.4142772607797,9976.741288708883
2023-10-10,Printer,Accessories,West,SP_9,Home Office,9,17794.18587309758,4599.8344537609555,20047.390289914398
2024-09-17,Mouse,Accessories,West,SP_19,Consumer,5,1022.6290697584835,192.09177822602703,1224.339004991594
2023-02-09,Phone,Accessories,East,SP_15,Consumer,5,5589.75038530337,749.4521731722357,5888.446620675957
2024-04-30,Monitor,Accessories,South,SP_13,Home Office,4,7451.622289066575,1970.8547666196125,7089.8383561829005
2023-08-08,Mouse,Electronics,East,SP_12,Consumer,5,8771.854463350062,773.6418204143386,7784.720187518713
2023-05-09,Monitor,Electronics,East,SP_5,Home Office,7,1691.51605390571,160.68307843220163,1487.7365464370162
2024-06-03,Printer,Accessories,West,SP_2,Corporate,3,3459.6138876937002,367.3441182591662,3952.471868200258
2024-09-04,Mouse,Electronics,North,SP_4,Home Office,4,830.8671302019217,165.69503307110924,994.4987867114601
2024-11-18,Phone,Accessories,North,SP_18,Consumer,9,14591.114161364483,1876.1445168787898,15746.674608980456
2024-09-10,Laptop,Accessories,East,SP_10,Consumer,2,1511.9494315216448,449.49555034905745,1787.625559820456
2024-09-04,Phone,Electronics,West,SP_13,Corporate,8,12624.505531580155,1247.0266749144946,11867.012643048638
2023-09-17,Phone,Electronics,East,SP_12,Home Office,9,17105.652135597862,4300.404128201498,17978.692006535486
2024-01-01,Laptop,Accessories,East,SP_2,Corporate,5,9784.765487396335,723.6720051917836,9830.497734012168
2024-06-27,Laptop,Electronics,South,SP_15,Home Office,7,12665.800879064558,1752.460988822128,12574.699106282029
2024-10-10,Tablet,Accessories,West,SP_14,Home Office,6,3404.7492942896347,377.7250148521914,3585.0289120095317
2024-06-07,Mouse,Electronics,North,SP_10,Home Office,1,550.2803058703944,161.89741144288288,508.53357979988687
2023-01-16,Printer,Electronics,North,SP_8,Corporate,8,10611.23823356168,598.820239654647,11208.109088428055
2023-05-09,Tablet,Electronics,North,SP_15,Corporate,9,10613.66965241721,2445.573968621449,11347.547729572318
2024-07-28,Laptop,Electronics,East,SP_13,Consumer,1,217.16229404242793,24.30709096140265,246.35875103825163
2023-04-19,Monitor,Electronics,West,SP_8,Corporate,8,7240.87385657914,1830.5810008560175,7908.428607498597
2024-06-16,Printer,Accessories,South,SP_14,Home Office,3,5496.1314297927465,702.4391225592639,5099.914134724969
2024-10-31,Monitor,Electronics,North,SP_1,Home Office,6,10902.277404334509,1055.570068360861,10687.720725533434
2023-09-26,Phone,Electronics,West,SP_13,Home Office,8,4536.259130982902,1012.7650450875974,3847.4334643433617
2023-06-11,Keyboard,Accessories,North,SP_8,Corporate,5,4437.667622415346,507.6431443220265,4006.848443517434
2023-09-17,Phone,Accessories,South,SP_18,Consumer,8,9669.270558343589,1657.1845415617233,9750.279938918178
2023-04-12,Phone,Accessories,West,SP_9,Corporate,7,12145.081740162028,1006.6251283999335,10205.564560050505
2024-05-20,Keyboard,Electronics,East,SP_13,Consumer,7,8103.129934440988,1873.0344551521328,8331.982730062922
2024-07-24,Mouse,Electronics,East,SP_3,Corporate,7,13599.31763703424,2063.1395765450147,13002.466170039297
2023-09-04,Laptop,Accessories,North,SP_18,Home Office,9,14744.644635403785,1255.4318807284305,12000.76225901767
2024-10-01,Monitor,Accessories,North,SP_10,Consumer,6,11493.392228169118,2705.530298217502,11192.025744955132
2024-06-20,Phone,Accessories,West,SP_5,Corporate,6,9100.115958464507,690.1577812256943,8303.456049279772
2023-05-11,Keyboard,Accessories,South,SP_6,Home Office,9,16017.511057672986,3102.673671312055,13243.133178826296
2023-12-19,Tablet,Electronics,North,SP_8,Consumer,6,10174.840957680775,2054.008294320536,9333.869438732463
2023-07-15,Phone,Electronics,West,SP_7,Consumer,7,4598.364869938213,1299.4410079100223,4219.634570095377
2024-10-27,Monitor,Electronics,South,SP_18,Home Office,7,4292.158935523786,376.61602075638183,4043.340199640621
2024-01-17,Laptop,Electronics,North,SP_14,Home Office,2,3511.7803316442337,749.1912405452415,3324.2161008313255
2024-10-06,Phone,Electronics,North,SP_15,Corporate,8,2819.35942029265,409.34884274168587,2740.159672473354
2023-08-15,Phone,Accessories,West,SP_10,Corporate,6,5612.486930757104,843.0156676241313,4696.43506061807
2024-12-01,Mouse,Electronics,North,SP_12,Home Office,4,6708.735946056026,1177.089956488434,5381.151655909965
2024-04-20,Headphones,Accessories,East,SP_7,Corporate,7,11646.815581198787,1263.0523446241564,12746.308921132211
2024-04-21,Keyboard,Accessories,South,SP_7,Home Office,8,3598.4724737958813,594.8124213764063,3364.3507439952373
2023-09-22,Tablet,Accessories,South,SP_11,Home Office,1,1077.877641542977,238.9779141018295,1126.8614785756135
2024-01-07,Tablet,Electronics,East,SP_13,Corporate,4,4254.793299620942,698.9700394410838,3926.38251753757
2024-04-30,Printer,Accessories,West,SP_15,Corporate,4,3130.794457562373,189.81101005008546,3737.15087431841
2024-03-09,Laptop,Electronics,East,SP_18,Consumer,9,16658.334550042255,1906.6556993481759,15428.44773997613
2024-10-07,Printer,Accessories,East,SP_7,Consumer,6,8253.670209661905,1137.8926824535392,8600.470951973115
2023-07-30,Monitor,Electronics,South,SP_6,Corporate,4,7857.349926879468,1089.6595210945645,6977.236371193136
2024-07-25,Laptop,Accessories,West,SP_11,Corporate,1,320.17917948816586,22.493139069338916,322.4591598488343
2024-01-12,Phone,Electronics,North,SP_8,Corporate,8,7278.642489917417,1181.9979543001266,7509.610721993407
2024-01-30,Headphones,Accessories,East,SP_20,Consumer,9,15329.228506000733,3418.2225819447326,13384.403396817537
2024-03-25,Phone,Accessories,East,SP_1,Corporate,5,4804.171022909433,298.66572582940194,4080.96150700139
2023-12-30,Tablet,Accessories,West,SP_8,Consumer,5,3356.902243389918,798.0398718833499,3992.835536735878
2024-04-01,Monitor,Accessories,East,SP_8,Consumer,8,15968.428638166342,4611.303750774159,18480.374978428452
2024-12-25,Keyboard,Electronics,West,SP_19,Consumer,8,14172.998411713319,741.737339441434,15080.45089516211
2024-12-28,Monitor,Electronics,North,SP_3,Consumer,5,5918.262951695037,582.4936619370574,6772.988598543527
2023-08-14,Phone,Electronics,West,SP_5,Home Office,4,4844.306500975574,900.420674352803,4060.6146952354297
2023-05-11,Keyboard,Accessories,North,SP_3,Corporate,6,1274.119974346655,133.1613002697015,1391.0211181965067
2024-08-10,Monitor,Accessories,West,SP_15,Corporate,5,9828.951227948008,2370.3155546426983,8986.037454770505
2024-04-20,Headphones,Accessories,East,SP_14,Home Office,8,13210.65033146788,1691.4068394187605,13419.342628090062
2023-10-04,Headphones,Accessories,North,SP_15,Corporate,9,2395.015624622987,295.5600659650867,2648.709013483107
2023-06-05,Monitor,Accessories,East,SP_17,Consumer,1,517.3943458864817,25.989219320987655,420.8442831574367
2023-08-06,Keyboard,Accessories,North,SP_18,Home Office,9,15100.705930818282,1774.8093295519218,16277.583561567024
2023-07-09,Phone,Electronics,West,SP_2,Consumer,9,3207.2218820057633,334.8905093321113,3123.663220069857
2024-02-21,Monitor,Electronics,West,SP_12,Home Office,6,11371.285857103325,1544.3370816665918,11096.88704957851
2024-11-05,Keyboard,Electronics,West,SP_16,Consumer,5,9999.019559355627,869.0564183825227,11627.972234818868
2024-11-22,Mouse,Electronics,South,SP_4,Corporate,7,12569.053400711682,2496.9953807671654,14377.67173868331
2024-06-29,Headphones,Electronics,South,SP_2,Corporate,8,12240.217446748242,1342.5729738170567,10073.864175934885
2023-02-10,Mouse,Electronics,North,SP_14,Corporate,9,9693.974088934125,2500.4415372760486,10152.752777525102
2023-11-03,Phone,Electronics,South,SP_11,Home Office,9,3135.359136827452,379.8157964065304,3054.9010112968754
2023-12-04,Keyboard,Electronics,West,SP_13,Corporate,3,4544.40965194789,466.789943369111,3849.686597064292
2023-11-10,Mouse,Accessories,South,SP_7,Home Office,8,7314.858218001566,469.5249524664422,8342.014665174625
2023-03-16,Keyboard,Accessories,South,SP_10,Consumer,1,1226.411536064014,288.1781018666025,1016.2100308280188
2023-10-06,Monitor,Accessories,East,SP_1,Corporate,7,5096.719999384515,902.3846923603802,4142.812574061614
2023-06-25,Phone,Accessories,North,SP_4,Consumer,5,3179.4040856326733,249.41073596839337,2794.715954387527
2024-10-23,Mouse,Accessories,North,SP_18,Corporate,2,1567.4690511270578,165.10730797907402,1444.1902790914778
2023-09-30,Printer,Accessories,North,SP_6,Consumer,2,3329.780884289367,997.867962944488,2744.912566990925
2024-09-11,Monitor,Accessories,South,SP_2,Home Office,8,7741.478178297662,1947.0373587839154,8179.062009094245
2024-10-12,Headphones,Electronics,West,SP_3,Corporate,5,3805.371207662934,523.1143772781019,3709.704212310199
2023-10-16,Printer,Electronics,East,SP_14,Home Office,3,2938.0401452845726,545.4139756057166,2834.8430853664813
2024-12-24,Printer,Accessories,North,SP_8,Home Office,1,258.11725870364296,39.75116509245689,221.49978769415364
2023-09-29,Laptop,Electronics,South,SP_16,Consumer,7,12621.613963473828,745.90445987074,12307.533095216077
2023-03-07,Laptop,Electronics,West,SP_19,Corporate,3,3579.5124195011426,875.7966272894582,3422.25147316736
2024-04-27,Phone,Electronics,East,SP_18,Home Office,7,2720.8104617203808,623.7363525275166,2594.1760197461213
2023-09-05,Mouse,Electronics,East,SP_6,Consumer,2,1438.264955016887,218.90475836814753,1276.3548734126634
2023-06-05,Mouse,Electronics,North,SP_14,Consumer,4,7881.579791919977,2060.8304346163286,6602.98998933671
2023-02-16,Mouse,Accessories,North,SP_3,Consumer,2,2535.006735054123,465.6421385129323,2292.363932791325
2024-03-29,Keyboard,Electronics,West,SP_16,Corporate,4,2898.1151856788874,192.15115140738666,3092.022467670984
2023-07-20,Monitor,Accessories,South,SP_1,Corporate,5,4837.110952293948,555.5497995264805,4010.7842637018994
2024-10-21,Mouse,Accessories,West,SP_12,Consumer,8,5322.0368238688225,880.4948506712449,5071.527361082914
2023-05-04,Monitor,Accessories,North,SP_14,Corporate,2,514.4953256303426,39.03080372069778,517.4539270145542
2023-01-01,Phone,Electronics,West,SP_19,Consumer,3,5146.962173621092,992.1814331140006,6100.492117671188
2024-10-01,Printer,Accessories,South,SP_19,Corporate,5,3632.307775371964,291.100556554829,4131.859066770515
2023-07-10,Mouse,Accessories,East,SP_9,Corporate,9,15382.253969451194,1540.1796564906942,17945.634805895774
2024-08-01,Phone,Accessories,East,SP_7,Consumer,5,5307.013600425311,1451.4465423412637,5986.314613573357
2024-05-30,Mouse,Accessories,East,SP_14,Consumer,9,4762.89311855156,1428.6445416386268,4932.670403547513
2024-03-17,Laptop,Electronics,East,SP_5,Corporate,4,6573.454591073541,1232.9390722229925,7522.100861733425
2023-05-23,Tablet,Accessories,North,SP_18,Consumer,5,4394.00332950215,900.3846804851961,4508.682336212207
2023-07-10,Phone,Accessories,North,SP_9,Consumer,9,13265.21284246725,3307.7841149213305,12510.411582640085
2024-06-16,Mouse,Accessories,South,SP_7,Consumer,4,6828.0536170068735,1529.7221320997626,6479.3913512419995
2023-08-15,Headphones,Accessories,South,SP_9,Consumer,5,9666.870907094682,924.3136783649267,9919.994879890588
2023-11-09,Tablet,Electronics,South,SP_4,Corporate,5,1772.3307932761777,271.0210695774175,1991.7025420831499
2024-09-20,Phone,Accessories,South,SP_17,Home Office,4,860.3826692511487,158.12037818725557,734.3031180552852
2023-10-29,Headphones,Accessories,West,SP_12,Corporate,4,4748.659866961621,664.4704685410526,3873.51076262178
2024-10-15,Headphones,Accessories,South,SP_6,Consumer,5,3378.168656875001,317.6375185832728,3769.4533196319817
2024-04-04,Keyboard,Accessories,East,SP_18,Consumer,6,6266.299329230624,1466.4916049939043,6636.241762981533
2024-02-05,Headphones,Accessories,East,SP_8,Corporate,7,2315.499458166954,230.88215871327262,2613.0969938100916
2024-07-04,Mouse,Accessories,East,SP_15,Consumer,6,6617.161704072285,761.7774631674347,7878.8599679314575
2024-01-28,Keyboard,Electronics,West,SP_3,Corporate,1,424.7401757206527,51.661106705298685,382.5029952107995
2023-07-26,Laptop,Accessories,South,SP_2,Home Office,2,3418.915929516584,309.2231935106343,3000.8399154103668
2023-07-29,Mouse,Electronics,East,SP_9,Consumer,7,10969.533713219354,2878.272978052848,10271.777239047959
2023-04-25,Printer,Electronics,East,SP_8,Home Office,3,999.9973223731076,202.65353708416035,1151.1818371057177
2024-10-07,Headphones,Accessories,East,SP_4,Home Office,2,3410.861277020563,882.3455820149065,2747.740548210229
2023-09-08,Laptop,Electronics,East,SP_2,Consumer,6,4709.551718185924,816.7885200981916,3787.4822614054924
2023-08-07,Tablet,Accessories,North,SP_14,Consumer,4,3340.5901487167826,600.9413008020068,2962.1499063691203
2024-02-11,Phone,Electronics,South,SP_2,Corporate,5,2618.232168174054,534.214031125077,2488.2801897512936
2024-03-18,Headphones,Accessories,South,SP_2,Corporate,6,10221.284512118762,1458.8827730111977,9413.17376561293
2024-08-25,Monitor,Electronics,West,SP_7,Consumer,3,2785.411124781494,485.06827177210073,3147.423034343535
2023-12-20,Laptop,Electronics,North,SP_12,Corporate,1,287.90456722456463,53.76006924692769,309.75334375752993
2024-07-11,Monitor,Accessories,West,SP_6,Home Office,3,5817.7479902612795,1677.7547974378256,6603.920479876383
2024-07-03,Headphones,Electronics,East,SP_18,Home Office,3,1981.790955388656,536.5243852916701,1889.645836624501
2023-05-22,Monitor,Electronics,West,SP_4,Consumer,6,11310.714601389896,931.0014536192691,11744.187715973896
2024-09-03,Headphones,Electronics,East,SP_19,Corporate,4,2968.916211056676,179.08685677601204,2987.270584524624
2024-05-15,Phone,Electronics,East,SP_13,Consumer,7,11875.975093196237,2613.706021193788,11755.916340714404
2024-12-02,Tablet,Electronics,South,SP_20,Home Office,2,2791.1901728530866,173.8902173568185,2554.612477434761
2024-06-30,Phone,Accessories,South,SP_2,Consumer,4,7001.240710324866,455.69511873074583,7587.162308579027
2024-10-20,Mouse,Electronics,South,SP_8,Consumer,8,15656.099008521722,1406.1658277824326,15806.582964626652
2024-06-25,Laptop,Electronics,South,SP_19,Consumer,6,10612.023781331418,1463.682192151739,8823.272857943
2024-05-21,Monitor,Accessories,South,SP_9,Consumer,3,2779.791872100111,441.28925763479083,2224.414345573064
2024-08-18,Phone,Accessories,North,SP_4,Home Office,2,3332.2125333825857,599.2801258788948,2692.852982410787
2023-10-08,Headphones,Accessories,South,SP_16,Consumer,3,4442.9143756583035,1324.308588120933,3689.3073019001163
2024-02-28,Phone,Electronics,West,SP_19,Consumer,1,310.8866074969761,45.48525642713764,294.8391620048468
2023-09-27,Phone,Electronics,East,SP_10,Corporate,1,1873.5681759277234,207.38202785821974,1727.928742331708
2023-06-03,Laptop,Electronics,South,SP_6,Consumer,2,2077.459929856592,402.6389535898963,1792.1352498363353
2024-09-05,Tablet,Electronics,North,SP_16,Corporate,3,1326.0330547597819,137.62597146797503,1334.2275686932298
2024-12-27,Printer,Accessories,West,SP_10,Consumer,9,8691.125174609964,2478.151433195623,10325.687381726158
2024-10-23,Phone,Accessories,West,SP_13,Corporate,8,10285.233929749276,1180.8844824456028,8889.308152145784
2023-03-24,Laptop,Electronics,East,SP_9,Consumer,9,11081.727226359337,3296.631377160806,9976.176281689382
2024-09-13,Monitor,Electronics,West,SP_7,Corporate,7,8642.399949507417,1336.694484327316,8511.39161484466
2024-03-01,Headphones,Electronics,West,SP_4,Consumer,7,4623.574967711844,1170.5574184497734,4884.050079481633
2023-10-02,Mouse,Electronics,West,SP_19,Consumer,5,6694.3220447907015,1419.66542002903,6962.764334327483
2024-12-13,Printer,Accessories,West,SP_4,Corporate,7,12833.42690559855,3636.653658914572,12942.250666710901
2023-10-11,Keyboard,Accessories,North,SP_19,Consumer,4,3598.4020151715254,742.5545026808758,3939.916582385556
2023-06-22,Printer,Electronics,East,SP_19,Consumer,5,6675.222543580989,1303.7009669552576,7598.927982036424
2023-11-23,Headphones,Accessories,South,SP_12,Consumer,1,639.1766126130431,136.2808341445137,766.7478036885967
2024-12-18,Printer,Electronics,West,SP_13,Consumer,4,1147.6233453586533,283.0227185201817,1131.7909861396436
2023-03-04,Headphones,Electronics,North,SP_4,Home Office,3,3762.949365164788,1033.72135556726,4507.948046465545
2023-03-14,Laptop,Accessories,East,SP_10,Consumer,2,571.1792878668132,66.6587505506829,623.841883473307
2024-09-27,Keyboard,Electronics,South,SP_7,Home Office,2,3004.904541713704,301.15686077623565,3194.0233188009893
2024-01-10,Phone,Accessories,East,SP_5,Home Office,8,11253.078848345403,659.2889008537546,11881.82466903415
2024-09-24,Phone,Electronics,North,SP_17,Consumer,1,864.7850340223678,123.24899074987601,1006.8672415902133
2024-05-22,Printer,Accessories,North,SP_18,Corporate,8,7522.577578930938,1967.5019990537176,8870.425805961177
2024-02-02,Laptop,Electronics,North,SP_11,Corporate,9,16667.727170932256,1124.4774988922368,14524.21297363361
2023-04-30,Keyboard,Accessories,West,SP_15,Consumer,6,1341.8431556490775,247.74452747794547,1338.3134861062777
2024-03-12,Phone,Electronics,North,SP_7,Home Office,1,1213.9460854813856,271.55629057148207,1428.304612491592
2024-11-06,Monitor,Electronics,South,SP_18,Corporate,7,13034.350184254237,3378.6763808265086,12419.717127019849
2024-04-09,Tablet,Accessories,West,SP_6,Consumer,5,9225.88522992637,1806.9595590475487,8239.36698949089
2023-10-13,Tablet,Electronics,East,SP_18,Consumer,9,11271.42337396002,1088.5940981793303,9479.957672587947
2023-09-22,Phone,Accessories,South,SP_16,Home Office,7,6203.497986260934,1806.0495831961493,6444.733669386675
2023-11-16,Keyboard,Accessories,West,SP_2,Corporate,5,1890.1317369913659,139.23254279083335,2041.54854960505
2024-11-03,Mouse,Electronics,North,SP_19,Consumer,2,1025.6231337244617,248.45710460724578,900.7219224122555
2024-01-11,Phone,Electronics,East,SP_1,Corporate,4,5693.648157466362,407.8918492101112,6089.101886717636
2023-03-30,Mouse,Electronics,North,SP_11,Consumer,2,459.8827017151642,39.483126765250546,533.3938832186114
2024-10-15,Mouse,Electronics,South,SP_20,Consumer,9,16112.466337809317,4423.740446266768,14459.839373426947
2023-07-22,Headphones,Accessories,South,SP_5,Consumer,2,2516.5640925251805,599.618365833221,2136.059496695687
2023-11-30,Headphones,Electronics,West,SP_16,Home Office,2,562.527984153151,79.52855695951526,638.0021326284502
2023-08-10,Keyboard,Electronics,South,SP_1,Home Office,2,1263.162712689877,264.8613333882306,1473.5785568001488
2023-02-10,Mouse,Electronics,East,SP_19,Home Office,1,1269.5616390217783,208.6039650093848,1124.7615031434275
2024-12-08,Monitor,Accessories,West,SP_14,Corporate,9,2376.7405004490047,158.37277280531544,2587.2061474000734
2023-03-09,Keyboard,Electronics,East,SP_3,Home Office,8,12831.818588191776,2954.9356173579145,13298.483410601313
2024-05-28,Phone,Accessories,North,SP_2,Home Office,2,3711.7194405901714,893.833749012809,3324.507602555941
2024-09-28,Printer,Electronics,East,SP_5,Corporate,2,3860.3934158869743,1044.5658902108062,4360.171820195527
2024-09-13,Monitor,Accessories,East,SP_17,Corporate,5,7602.933222104726,1407.7540720205986,7513.028277286913
2024-08-20,Laptop,Electronics,South,SP_18,Corporate,4,6969.143390044523,1521.2558949547035,7527.605588839523
2024-09-23,Tablet,Electronics,North,SP_1,Corporate,2,2598.546864387051,414.5009784972147,2392.1420314757374
2023-05-07,Phone,Accessories,South,SP_15,Home Office,8,8203.028769398672,1064.1568952922123,9239.1749894907
2023-09-12,Phone,Electronics,North,SP_9,Home Office,8,11869.140448559783,1815.088288817753,10750.05122322349
2024-11-25,Phone,Electronics,North,SP_5,Corporate,4,2414.1007826914038,670.9705585956882,2283.533893931535
2023-01-16,Monitor,Electronics,East,SP_13,Home Office,4,1590.4471486079617,144.79879547585676,1521.4021430483658
2024-04-21,Laptop,Accessories,South,SP_19,Consumer,9,14141.985813288158,1585.6695145130202,12481.302822730066
2023-03-03,Printer,Electronics,East,SP_10,Home Office,4,7698.9449094982565,1551.7046223404905,8851.844731508632
2024-03-07,Keyboard,Accessories,East,SP_20,Consumer,9,11155.16518371398,882.0425966345975,9430.522387377865
2024-10-31,Headphones,Accessories,East,SP_14,Corporate,3,3205.728803388446,875.0553786004613,3286.6786686826304
2023-09-25,Laptop,Accessories,North,SP_12,Corporate,2,2323.855232579864,143.63538410962596,2615.871670504725
2023-02-04,Monitor,Electronics,South,SP_11,Home Office,8,8489.884255141587,2027.6226993332327,8764.633695159318
2024-07-29,Phone,Accessories,South,SP_7,Corporate,3,2987.8815183570864,428.557857160124,2780.996413608566
2024-05-08,Tablet,Accessories,East,SP_17,Home Office,2,3809.328498926366,239.19304437683175,4238.038038681825
2024-07-15,Phone,Electronics,North,SP_18,Home Office,8,8508.589952246777,2218.4614493532854,8505.79024796177
2024-04-13,Keyboard,Accessories,South,SP_7,Home Office,8,2767.8751506012914,581.5722496601404,2394.7798068095394
2024-10-22,Mouse,Accessories,West,SP_20,Home Office,5,7889.650111632128,411.9555344864882,7311.696238031407
2023-11-21,Tablet,Electronics,South,SP_6,Consumer,9,8143.297975208217,951.8148243984378,8442.77530996834
2023-10-31,Phone,Electronics,East,SP_11,Consumer,6,8875.490294087944,1224.9188583143332,9439.178053395008
2023-10-03,Printer,Accessories,West,SP_12,Corporate,5,6216.12423616966,812.1026741663592,6335.802258304732
2024-11-14,Tablet,Electronics,North,SP_16,Consumer,3,4451.172351841593,777.1101829364254,4045.2422331706775
2023-07-20,Mouse,Electronics,West,SP_19,Corporate,7,2181.1238586495624,396.3118179905653,2262.9183067728986
2024-03-20,Headphones,Electronics,West,SP_19,Corporate,9,2348.747827218733,350.40617566893246,2191.33618827309
2023-11-20,Laptop,Accessories,East,SP_11,Home Office,4,3525.4996989282163,468.6890423150726,3137.5834318837933
2023-02-04,Monitor,Accessories,South,SP_16,Home Office,7,10133.893336556454,1784.6022495417,11939.869299948694
2024-04-26,Headphones,Electronics,North,SP_12,Home Office,3,1807.885645292368,105.58748413683065,1674.0105584710957
2024-12-28,Phone,Accessories,West,SP_8,Home Office,2,1960.2425846652595,414.2001206619997,1831.3530707896564
2024-04-24,Keyboard,Electronics,East,SP_3,Home Office,1,1965.458475151354,396.0312921680219,2277.3975334538736
2023-03-06,Laptop,Electronics,South,SP_2,Home Office,6,3520.645188787332,421.7907205684941,3017.4646860111675
2023-01-08,Headphones,Electronics,West,SP_6,Consumer,5,8631.491155942273,818.9460560823695,8923.563114379707
2023-10-28,Phone,Electronics,East,SP_16,Corporate,2,3371.6591853203076,230.1030726038473,3754.289413100831
2023-12-09,Laptop,Electronics,East,SP_20,Corporate,3,5413.301800560537,1065.5323366513653,4923.214880265189
2024-03-06,Headphones,Accessories,East,SP_15,Home Office,9,16625.296246786354,3195.7987039909412,18913.476075413964
2024-02-28,Keyboard,Accessories,North,SP_14,Consumer,3,3339.529038949914,612.2342641778705,3699.7292772484852
2023-11-28,Phone,Accessories,South,SP_2,Home Office,7,9992.365668264254,2961.782819675052,9936.78440233268
2024-03-13,Mouse,Accessories,West,SP_20,Consumer,1,1314.0036416282499,240.31290647349448,1113.6000606559737
2024-08-10,Mouse,Electronics,South,SP_18,Consumer,7,5292.751608606018,1219.702342211299,6288.0157785267775
2023-06-23,Keyboard,Electronics,South,SP_14,Corporate,9,6332.558895706259,495.39334648222103,6647.236979832031
2024-07-12,Tablet,Accessories,West,SP_18,Corporate,8,6518.607560815715,813.1486897527996,6563.190675554311
2024-06-10,Keyboard,Accessories,South,SP_2,Consumer,7,4152.567423296921,493.5810311666728,4792.809579619255
2024-10-20,Tablet,Electronics,North,SP_1,Corporate,8,12506.323127096255,2426.1501037430567,12112.905265491458
2023-01-26,Phone,Electronics,West,SP_20,Consumer,4,7744.924652670914,1027.7771145666343,7942.083640167412
2024-08-27,Headphones,Electronics,West,SP_2,Consumer,2,3523.9782706170818,740.9749531089018,4029.194103878977
2024-02-10,Tablet,Accessories,East,SP_9,Consumer,9,5330.634546231765,1186.185778258755,5102.424074680446
2023-08-20,Phone,Electronics,South,SP_9,Corporate,3,880.3435418457711,51.43183473852931,976.2628091890666
2024-06-16,Phone,Electronics,West,SP_16,Home Office,4,6251.0761309196605,1312.3473479964782,5641.315592086548
2024-07-03,Printer,Accessories,West,SP_11,Corporate,7,6316.693954448565,500.2622040381161,6828.005321344687
2024-05-19,Monitor,Accessories,North,SP_6,Home Office,2,3368.6054182001735,560.144595416718,3382.6657934662635
2024-10-30,Phone,Accessories,East,SP_12,Corporate,8,12820.995470844911,2969.908504304866,11102.504091451645
2023-06-28,Tablet,Electronics,West,SP_3,Corporate,8,10605.907628785711,2395.1983959800054,9061.719127743885
2023-05-12,Monitor,Electronics,North,SP_12,Home Office,5,3298.0540094145585,412.1104371311663,3242.2353780608023
2024-03-30,Monitor,Accessories,West,SP_1,Consumer,9,3485.379438848382,411.59355570256605,3779.3323102635077
2023-12-14,Phone,Electronics,West,SP_9,Home Office,8,5238.1358952083465,838.3983629656058,5454.56726565925
2024-06-23,Keyboard,Electronics,West,SP_20,Consumer,1,1117.567451621841,108.59042037437075,1276.1391104828297
2024-02-10,Keyboard,Electronics,North,SP_6,Consumer,9,17667.30020540659,5188.440027128861,16887.547899049776
2023-03-17,Mouse,Accessories,South,SP_11,Corporate,5,1573.1851618032279,214.31386275110535,1789.430247237029
2024-08-01,Monitor,Accessories,West,SP_3,Corporate,9,5041.166413218096,1415.2989938050032,4107.599772874427
2024-05-06,Phone,Electronics,West,SP_4,Corporate,9,11961.927214617288,3314.246205359397,11319.8330507637
2023-07-13,Printer,Electronics,South,SP_10,Corporate,3,2243.5677312019493,316.81924037422493,1860.3511590416267
2023-06-11,Keyboard,Electronics,West,SP_19,Corporate,8,13962.461911934333,1585.0348457262887,16303.93421691008
2023-12-13,Printer,Electronics,East,SP_6,Home Office,7,3156.6540370264975,766.1480562541275,3125.4816702653525
2023-12-27,Phone,Accessories,West,SP_1,Home Office,7,13535.784797157661,1452.991535322096,12540.398078659135
2024-08-06,Phone,Accessories,East,SP_8,Home Office,2,3684.5496094594964,664.3670261150785,3673.4778406602827
2023-03-28,Headphones,Electronics,South,SP_8,Home Office,2,3595.1046016385963,279.24019991429077,3642.3386320584705
2023-09-19,Monitor,Electronics,North,SP_6,Corporate,2,1023.0485503482979,149.8592603285622,1164.7336016870383
2023-08-02,Headphones,Accessories,South,SP_17,Home Office,2,1586.1860473095194,110.30136472304771,1613.1053606149392
